"text","class"
"Turkcell'in Mustafa Sandal ile yaptigi reklam tam bir rezalet. Kizlar tabir-i caizse akilli telefona tav oluyor izlenimi veriliyor!", "olumsuz"
"Kullanim aliskanliklarima gore secebilecegim tarife pakedime de Turkcell karar vermeye baslamis.", "olumsuz"
"Turkcell net paketlerine utanmadan birde zam yapmis . Sanki 3g yi saglikli sekilde sunuyorlarda.. ulkemizde internet cok pahali..", "olumsuz"
"popiliadam vodafone 3G kullaniyorum gayet memnunum :) Turkcell kazik be yaw :)", "olumsuz"
"Bu Turkcell'in gerizekaliligi ne ya?", "olumsuz"
"Bugun Avea ile olan sozlesmemi 1 ay daha uzattim. Yine kapamadin beni Turkcell.", "olumsuz"
"Gotunu keseyim turkcell heyecanlandim actim telefonu! :S", "olumsuz"
"Turkish Airlines reklamini goren Turkcell ulan butun duygulari somurduk nasi milli marsla milli duygulari somurmek aklimiza gelmedi tuh!", "olumsuz"
"Avea gorunumlu turkcell hatta sahibim kac yildir ben haric baya kisi rahatsiz abi :))", "olumsuz"
"Mustafa Sandal'li Turkcell reklamini 5 yasindaki bi cocuk yazmis galiba ya", "olumsuz"
"Turkcell seni seviyorum beni zengin ve her yerde cekerek mutlu ediyorsun - Tl lere dusmenede bayiliyorum ki aldigimdan beri + ya cikamadim", "olumsuz"
"Bugun icinden sadece 3 aldigim sigara paketini kaybettim turkcell de numaramizi yanlis kaydetti die internet acilmadi", "olumsuz"
"Turkcell sikilinca benim konturlerimi arakliyor.", "olumsuz"
"bende biri mesaj atti diye seviniyorum mk.ya twitter oluyo gec bildirim geliyo yada turkcell oluyo.", "olumsuz"
"Turkcell mesaj yagmuruna tuttu..Bir tek turkcell mesaj atar zaten anasini satiyim", "olumsuz"
"Turk Hava Yollari'nin reklami  Mustafa Sandal'in Turkcell reklamina Reklam boyle yapilir !  Deme tarzi sanki . Tebrikler !", "olumsuz"
"turkcell bana mesaj atmiyor ayrilmaliyiz", "olumsuz"
"O kadar sapim ki Turkcell'dendir diye saatler sonra baktigim mesaj aslinda bir arkadasima aitmis.(DuSuNEMEDi)", "olumsuz"
"Neden bir allahin kulu ben humaya 2 tane mesaj atmadan once turkcell'i olmadigini soylemedi ? 82 kurusum icin 1 dakikalik saygi durusu.....", "olumsuz"
"Filizin turkcell diye attigi mesajlar sonucu kontorlerinin gitmesi:D:D:D:D:D:D:D:D:D:D:D:D:D:D", "olumsuz"
"hic mesaj gelmiyo demimym diye sayin pepsisayin turkcell sayin gnctrkcllsayin iau dis fakultesisayin polis emegi gecen herkese sonsz tesk", "olumsuz"
"#abiseviyosan Turkcell'i ara bence. Sonuc olarak iyi gunde kotu gunde yaninda olan sana sabahlari mesaj atan o degil mi ?", "olumsuz"
"3 saat once resimli bi tweet attim ve hala gonderiliyor allah belanin versin edge allah belanin versin turkcell hani 4 cekiyordu hani nerde!", "olumsuz"
"Annemin sms lerini Turkcell geri cekmesn diye bitirmeye calisiyoruz yanyana oturuyoruz ama agzimizi bicak acmiyo mesajlasiyoruz :D", "olumsuz"
"Vay amk got Turkcell hemende internet hizini dusuruyor ayip valla ayip.", "olumsuz"
"3g yi turkcell iptal etmis olabilir mi? Cok sinir bisey bu ya... ??", "olumsuz"
"internet paketim bitti salak turkcell kafayi yedi yeni paket yapamiyom cok pis deprosyandayim:((", "olumsuz"
"Turkcell bile tl yukledigimde mesaj atmaya basladi artik hersey para olmus amk", "olumsuz"
"Allah belani vermesin Turkcell  bedavam varmis benim niye haberim yok .s", "olumsuz"
"Turkcell onceden TL yukleyince gonderdigin 30 dakikayi ne diye yollamadinda 2.50 TL mi harcattin? Turkcell20:14 - 03 Eki 2012 ? Detaylar", "olumsuz"
"Bugun kac kere turkcell musteri hizmetlerini aradigimi bilmiyorum  bis paketimi iptal ettim basima gelmeyen kalmadi", "olumsuz"
"Her gece mesaj atan Turkcell'in de amk.Yeter labi uyku uyutmadiniz adama.", "olumsuz"
"Sms Aliyorum Kimsee Demiyor Smsin Varmi KOnusalim Falan Sms Bitiyor Smsin Varmi Turkcell Size Parami Veriyor :D", "olumsuz"
"Hattimda 003 tl var sastim 3 kurusa 5 kurusa bakmayip alan turkcell acimis sanki  bu defa", "olumsuz"
"Turkcell'in son reklamindaki cocuk gibibabaanne desem babaannem 7numara sisi gotume sokardi.", "olumsuz"
"Turkcell bile bedava is yapmiyor :D bedava yaz 2222 ye gonder birde parayla yaz 2222 ye gonder bak amk :D serefsiz :D", "olumsuz"
"bir kisi var ki herkesi kardesi gibi goren -TURKCELL", "olumsuz"
"Turkcell'n cilvesini yerim ben :)) sabah internet paketim bitti aksam yine var ! Anlamadim ne is ?", "olumsuz"
"#sene2012olmus degismesini beklediklerim hep ayni.Birde Turkcell hala mesaj gonderiyor.Eksik olmasin yalnizlik hissettirmedi bana bunca yil.", "olumsuz"
"Turkcell kafana tukuriyim senin... Benim gonderdigim mesajlar gidiyo bana gonderilenler gelmiyo :/", "olumsuz"
"Bu turkcell beni saf buldu surekli TL'lerimi cekiyo ama bende Meltemsem eger bunu yanina birakmicam turkcell :))", "olumsuz"
"Sen heyecanla kontor yuklersin turkcell heyecanla kontorunu alir empatisi super otesi isik hizina sahip.", "olumsuz"
"Abi su Blackberry paketinin allah belasini versin Turkcell'i kiniyorum!! Herkes zengin olmak zorunda degil neticede", "olumsuz"
"Turkcell her ay faturami kesmekten bikmadi bende odememekten bikmadim.", "olumsuz"
"Turkcell 2 tl icin internet paketimi yenilemedin ya ask olsun. Kustum.", "olumsuz"
"Neden sms yapamiyorum niye turkcell bana smslerimi vermiyo ?", "olumsuz"
"Neden urun kampanyalarina katilim sms ucretlerinde hep en pahali turkcell? turkcell kullanan insan cok mu zengin oluyo amk.", "olumsuz"
"Turkcell'in son reklamindaki cocuk gibi babaanne desem rahmetli babaannem 7 numara sisi gozume sokardi.", "olumsuz"
"yokartiksende: alemdaresra Turkcell'in son reklamindaki cocuk gibi babaanne desem rahmetli babaannem 7 numara sisi gotume sokardi.", "olumsuz"
"700 kusur mb internet paketimin olmasina ragmen bu kadar yavas baglanmam ....TURKCELL CNM?!?!?!??", "olumsuz"
"Turkcell gercekten cekmiyosun cekmeyince cekilmiyosun", "olumsuz"
"Amasya'nin gobegindeyim ve Turkcell ile Edge baglanti yasiyorum. Yaziklar olsun...", "olumsuz"
"Ela Turkcell suan benimle mesajlasiyor bebegim seni aldatiyor sanirim -.-", "olumsuz"
"Turkcell'in bana attigi son kaziktan sonra numarami Vodafone'a tasidim. 14 yillik beraberlik bitti.", "olumsuz"
"Gerizekali turkcell blackberry paketlerinde degisiklik yapmis sadece bbm giiriomus pakete dierleri ucretlendiriliyomus", "olumsuz"
"Gerizekali Turkcell twitter'a girdigim halde facebook'a girdin diyerek mesaj atti ve 50 kurusumu yedi. Mal Turkcell", "olumsuz"
"Biri Adsl taahhutsuz vermiyor Turkcell Superonline taathutsuz vermiyor. Ttnet veriyor gibi gorunuyor ama henuz alabilmis degilim.", "olumsuz"
"#Sene2012Olmus hala tek mesaj atan turkcell", "olumsuz"
"Turkcell'in son reklamindaki cocuk gibi babaanne desem babaannem 7 numara sisi gotume sokardi.", "olumsuz"
"bana attigin kaziklari agir odeyeceksin turkcell. seni aveayla aldatirsam hic sasirma", "olumsuz"
"Hepiniz pisman oluyorsunuz canlarim yaa bak bu da msj atmissizi tekrar aramizda gormek isterizcok gec kaldin ozur icin turkcell!!!", "olumsuz"
"Turkcell 'de calisanlar bildigin yalan soyluyor ya var mi boyle bisey !!!", "olumsuz"
"Turkcell antenli taksilere bindigimde kendimi Mini Mouse'un kulakligini takan kizlar kadar gulunc hissediyorum.", "olumsuz"
"2 milyara iphone alacaksin mesaj atanin gene turkcell gene vodofane.", "olumsuz"
"Turkcell musteri hizmetini aradigimda da bi tane normal insan konussun ya hepsi okuz.", "olumsuz"
"Ay bnm Turkcell faturali hatta gecen aklimi seweyim.. 35 liralik faturam 55 lira oldu simdiden .. Daha ay dolmadan .. :", "olumsuz"
"Turkcell bile mesajlarini kesti. Durum vahim.", "olumsuz"
"1 saattir turkcell musteri hizmetleriyle konusuyoruz kanka olduk resmen adam kendinize iyi bakin dedi lan bende allaha emanet dedim sadsa", "olumsuz"
"Turkcell hatti kullanmam icin bi neden kalmadi 534 lu numarama mesaj atmayiniz", "olumsuz"
"Turkcell'den ''Sana ozel'' diye gelen mesajinaynisini arkadasimin telefonunda da gordugumdeanlamistim bu hayatta kimseye guvenilmeyecegini", "olumsuz"
"Kim demis Turkcell'in internet hizi 13 mb. diye. Gomulu resim icin kalici baglanti", "olumsuz"
"Turkcell den alinmis Nokia E72 cep telefonu guncellenemiyor bir bilgisi olan varmi acaba?", "olumsuz"
"#SenYokken telefon hic calmiyor arada turkcell mesaj atiyor o kadar ben genede bakiyorum tus kilidini acip kapatiyorum seni aniyorum", "olumsuz"
"kazikci turkcell seninde agzina siciyim", "olumsuz"
"3G de Turkcell istedigi reklami yapsin en iyi erisimi vodafone veriyor", "olumsuz"
"#alosikayet Turkcell : Numara tasima ve internet kullanimi http://goo.gl/fb/hngwi", "olumsuz"
"ananin ami turkcell saat gecenin bi yarisi ne mesaji bu neyin baz istasyonunu yasiyosun?", "olumsuz"
"#alosikayet turkcell : mobil odeme - bilyoner e para gonderemedim http://goo.gl/fb/mCVQb", "olumsuz"
"turkcell'in mesaj gondermesiyle facebook profiline reklam gelmesi ayni derecede sinir bozucu..", "olumsuz"
"Turkcell bugun bana mesaj atmadi kesin baska biri var..", "olumsuz"
"Turkcellsen ne tur bir karaktersizsin ? cekmiyor.Oturdumselocan'imi sopaliyorum amk", "olumsuz"
"Emily okur ogretmen olur doktor olur Avro ile ise baslar Emine'de ogretmen olur atanamaz babasi kocaya verir! turkcell de ole bakar", "olumsuz"
"Turkcell'in hesaba katmadigi bir sey vardi: bizim asla 20 liramiz yoktur.", "olumsuz"
"Yarin smsim bitiyor.Mesaj gelene kadar sms yapmayacagim Turkcell haric.", "olumsuz"
"Turkiye nin 3g sampiyonu Turkcell ..mis..", "olumsuz"
"Gece gece damara bagladim yine. Damara baglicaksaniz ttnet muzik oneririmturkcell muzikte aradigim hic bisi yok.", "olumsuz"
"Kotuluk; sevgilisinden mesaj bekleyen birine bile bile mesaj atmaktir. Turkcell in kotu ornek olmasi boyle bir sey iste. Kis kis gul sonra.", "olumsuz"
"Unutuldum mu? Butun gun kirmizi isik yanicak mi? Turkcell mesaj atmicak mi? derken sevgilimin mesaj atmasi beni delirtiyor", "olumsuz"
"turkcell butun parami yedin bitirdin baska hatta mi gecsem acaba?", "olumsuz"
"#sevgilileretavsiyeler tukcell bile mesaj atsa bakin ben sahsen kizlarin cogunu turkcell diye kaydettim :D", "olumsuz"
"Biri su genc turkcell ergenlerini ekrandan indirsin babamla konusurken gulme krizine giriyorum isidslhsdhlsdsl", "olumsuz"
"sevgili turkcell gsm operatoru musun gonul yarasi misin belli degil.", "olumsuz"
"turkcell bebeyim bakiyorumda rakiplerinin interneti daha hizli.boyle giderse ayrilmak zorunda kalicaz.", "olumsuz"
"bidaha sms falan yapmicam arkadas turkcell  den baska mesaj atanim yok", "olumsuz"
"turkcell sekreter olayina gicigim :)) o ne.. no' ya basilmissa direk kapansin telefon sekretere baglaninca kendimi ozel hissetmiyorum yani", "olumsuz"
"Gerizekali turkcell hediye gonderdigin 50 tl konusma hakkinin bi hafta gecerli oldugunu soyleseydin sadece 5 tl kullanmis olmazdim", "olumsuz"
"mesela ben turkcell calisanlarinin gerizekali olmamasini istiyorumm. Cok istiyorum hemde cok mu  zor yani!!!", "olumsuz"
"Kampanya yapip Turkcell dakika verirler iyide gencler avea vodafone kullaniyo bana verilen 187.5 dk yi birine veresiye kadar gobegim catladi", "olumsuz"
"turkcell beni alakadar etmeyen kampanyalara zorla sokup parami aliyor. #AteistlerBunuAciklasin", "olumsuz"
"Turkcell reklamda yerin 135m altindan bile cekiyor ama metroda cekmiyor. #AteistlerBunuAciklasin", "olumsuz"
"Turkcell super online reklamindaki surekli ben ben diyen adama sesleniyorum hemen yuksek bi yer bul ve kendini asagi birak.", "olumsuz"
"Turkcell olmayanlar mesaj atmayin sms yoook", "olumsuz"
"Ulayn turkcell bunu unutmayacam vala", "olumsuz"
"Sandy nedeniyle tam tamina 10 SMS hediye eden yuce gonullu Turkcell kiyaginin adini OHAL koymus. Birlikte alkisliyalim Gomulu resim icin kalici baglanti", "olumsuz"
"pzt gunu kozyatagi turkcell iletisim merkezinde kavga var.tum meraklilari beklerim :-) mlksrc", "olumsuz"
"Turkcell'in sinirsizama 1 gb i gecerse sadece biraz yavaslar taktigi = 1 gb dan sonra o kadar yavaslar ki internete girmekten vazgecersin.", "olumsuz"
"Turkcell 35 milyon olmusmus tesekkur edeceginize hediye yollayin indirim felan yapin onuda mi biz soyliyelim", "olumsuz"
"Bazen kendini cok yalniz hissedersino sira turkcell mesaj atar.", "olumsuz"
"Turkcell de dilenciye para verir gibi hosgeldin hediyesi veriyor.30 dk ney lan?", "olumsuz"
"Gelir gelmez Turkcell guncel faturami gondermeseydi iyiydi. Yine dagitmisim yurtdisinda.", "olumsuz"
"Turkcell disinda sadece EGM den mesaj geliyorsa #napalim ?", "olumsuz"
"hey gidi turkcell sari kutuda 2194 puanim olmus...her gune 1 puan veriyorlar..that is 2194/365=6 sene kesintisiz kaziklanma dile kolay :)", "olumsuz"
"Banada Turkcell mesaj atinca heyecanlaniyorum. (YALNiZLiKTAN GEBERCEK.)", "olumsuz"
"Belediye baskaninin attii mesajlari polise gosterip 'bu adam beni rahatsiz ediyor' diyesim var. Bu kadar mesajo turkcell bile atmiyor.", "olumsuz"
"bu gun turkcell den mesaj gelmeyince korktum ben aradim. merak etmeyin yokmus bi sey", "olumsuz"
"Turkcell'e edilen kufurler >", "olumsuz"
"Turkcell e sms icin mesaj yolladim EVET dedim 120 dakika geldi. NE ALAKA AMK", "olumsuz"
"Bugun Turkcell'den mesaj gelmeyince merakta kaldim ben aradim. Yokmus bisi... #huyumdanvazgecmem", "olumsuz"
"O kadar yalnizim ki artik Turkcell bile mesaj attiginda mutlu oluyorum en azindan mesaj atanim var diyebiliyorum :(", "olumsuz"
"Turkcell bana sevgilini mesajsiz birakm asik paketi al diye mesaj atmis o bile yalnizligimi suratima vuruyor yaziklar olsun", "olumsuz"
"Gelen kutum : Yaren  Hava durumu  Yaren  Moda  Turkcell  Yaren...", "olumsuz"
"Gun itibariyle 3936 gundur Turkcell abonesiymisim. Hayat ben paylastikca sana guzel #Turkcell !", "olumsuz"
"Telefonum bazen titriyor bende mesaj geldi diye heyecanlaniyorum falan ama gelen mesaj hava durumu kadin yasam turkcell.........", "olumsuz"
"Ezgi'yi Turkcell'e geciricem sonra ben Avea'ya gecicem", "olumsuz"
"Gece Turkcell'e evet yazip gonderdim ve bana donmedi. O da unuttu beni.", "olumsuz"
"Sizde benim gibi suan mesaj bekliyorsunuz dimi? Evet nedense bugun Turkcell mesaj atmadi!01:49 - 04 Mar 2012 ? Detaylar", "olumsuz"
"Bugun tam 4 tane msj geldi Turkcell+TTnet+Digiturk+EGM allah sizlerden razi olsun beni hic bos birakmiorsunuz :/", "olumsuz"
"Turkcell beni sesimden tanir'' yerine ''Goruntumden tanir'' yapilsin.. yeter artik Seyda Hanim diiiliim.. Seyda Hanim diiiiiilim", "olumsuz"
"Turkcell noluyor...? calarken dinlet mi yaptiniz naptiniz? resmen beni aradiginizda besiktas marsi caliyor!", "olumsuz"
"Turkcell=Sahan Gokbakar Avea=Ata Demirer Vodafone=Safak Sezer Turk Telekom=Cem Yilmaz ama faturalar gelince biz hic gulmuyoruz o nolacak?", "olumsuz"
"ya turkcell kere seni seren yine sana kaldim ara beni durumu anlatirim :D yarin ben aricamm :D", "olumsuz"
"Sakin bi sekilde uykuyu beklerken gelen mesj sesiyle sicradim acaba o mu? Diye ucarak telefona gittim.... Gelmisini gecmisini s!k!m turkcell", "olumsuz"
"RT aasemin: turkcell bu ara ne kadar pahalilasti yine", "olumsuz"
"turkcell de olmasa telefonum bozulcak vallahi ee islemeyen demir pas tutarmis", "olumsuz"
"turkcell e bu saatte ararinir mi lan diyip yuzune kapatan babam #adamindibi", "olumsuz"
"turkcell bu saatte aradi yorum yapamiyorum..", "olumsuz"
"Biri benim yerime TTNETAS e dava acsa bilgilerimi sacma sapan yerlerle paylastiklari icin. Smile ve Turkcell Superonline basta! Get out!", "olumsuz"
"ve bekledigim o mesaj geldi. dat dat tarihi dat dat saati itibari ile sms paketinizin suresi dolmustur.Eyvallahin can turkcell.", "olumsuz"
"turkcell hattimin tam 18 tl borcu oldugundan kirip attimvodafone aldim<3 vatana millete hayirli olsun! :D", "olumsuz"
"Ben bu turkcell'in dilinden anlamiyorum hele int paketi ile ilgili hicc anlamiyorum. Ne var mk paket iste yani derdin nee .s", "olumsuz"
"Turkcell havayi kime koklatiyorsa rica ediyorum baska birine koklatsin", "olumsuz"
"Bir de tel degisince paketiniz gecersiz oluyor deyip bana iki ay ekstra int. paketi aldiran sonra da aa gecerliyms diyen Turkcell'e sevgiler", "olumsuz"
"Turkcell son yarim saat icinde 9 tane mesaj atti. Ne ayaksin Turkcell ?? :D", "olumsuz"
"Turkcell'den sana ozel diye gelen mesagin aynisini arkadasimin telefonunda da gordugumde anlamistim bu hayatta kimseye guvenilmeyecegini.", "olumsuz"
"Turkcell'li olmak zorunda miyim?i Love Vodafone ?", "olumsuz"
"Turkcell yuzunden sinir krizi gecirdim biraz once. Hani siz simdi dalga gectigimi saniyosunuz ya i ihh bildiginiz cirladm agladm falan yani", "olumsuz"
"Turkcell benle ergen muhabbeti yapio gunde 167 sms atabilirmisim tee allaam", "olumsuz"
"Turkcell bile senden cok seviyor  her gun msj atiyor", "olumsuz"
"La bu turkcell 20 lira fazladan gomcurmus bana. Yatacak yeriniz yok olm.", "olumsuz"
"Off sanirim Turkcell bana yaziyo. Bu kadar mesajin baska bir aciklamasi yok.", "olumsuz"
"Eksiden kurtuldum hala bbm olmadi Turkcell simdi ne bahane ureticek acaba", "olumsuz"
"Turkcell e iyi sovuyorum internet konusunda 10 mbit internet var 0.00000000001 k bit hizinda ya.", "olumsuz"
"Turkcell reklamini harcamislar :) http://instagr.am/p/HuQjLOhZZF/", "olumsuz"
"Turkcell'e lira yukluyorum 15 tane reklam mesaji geliyor. sanirsin koca sirket 2012'nin butun yatirimini bana endekslemis.", "olumsuz"
"Blackberry beni hayal kirikligina ugrattin! Turkcell ve KVK rezillik!!! Bir telefon aliyorsunuz ama turkcellden baska sim kart takamiyorsunz", "olumsuz"
"her gun bi turkcell bayiine gidip susu var miymis busu neymis bilmem iste soyle olursa olur mu boyle olursa nolur diye sormaktn sikildim!", "olumsuz"
"Turkcell'den nefret etmek icin cok sebep var", "olumsuz"
"Turkcell in bende gozu var hergunmesajlardgum gunumu kutlamalartelefonla aramacalarnefes alip vermeler falan.", "olumsuz"
"Akliniz varsa Turkcell vinn almayin benim gibi yanmayin internet benim icin iskence olmustur.", "olumsuz"
"Ben internet paketimi yenilemek icin tl yuklemistim Turkcell smse ihtiyacim yoktu! Ay cok sinirlendim.", "olumsuz"
"turkcelinede vinnada baslayacam simdi yeter ya kac gundur nete giremiyoruz yada adam akilli baglanti yok turkcell vinn tam bir sikinti", "olumsuz"
"Kisa zaman da sana tekmeyi koyucam Turkcell bekle canim.", "olumsuz"
"Bak mesaj hakki yaptim gene sadece Turkcell mesaj atiyo. Turkcellemi ciksam ?", "olumsuz"
"aranizdan biri turkcell'e 1 tl'ye gun boyunca turkcell'lilerle 75 dk konusmak istemedigimi soyleyebilir mi? aksi halde polis cagircam.", "olumsuz"
"iyi ki bir kontor yukledik he.Hemen Yagciliga Basladin  Turkcell !", "olumsuz"
"Bende net de var sms de var. Lincoln yok hadi buna bir care bul Turkcell..!", "olumsuz"
"Hattima tanimladigin 3 adet blackberry bis paketi icin saol Turkcell !!! Bu basina buyruk hareketlerin yuzunden hattimi kapaticam.", "olumsuz"
"Eskiden 3 gun onceden mesaj atardi sms paketiniz bitiyo tl yukleyiniz diye simdi ne ariyo ne soruyo. Yok yok Turkcell cok bozdu arkadas..", "olumsuz"
"TelekomTurkcell ve digerleri. Hergun aramanizinsms atmanizin altinda psikolojik sorunlar mi var?insana huzur verinparadan daha degerli bu", "olumsuz"
"Bana Hsbc bankasi ve Turkcell kadar ilgi duyan bir kadin bulunca evlenecegim. :))", "olumsuz"
"#mutlulukbazen cep telefonuna gelen smsin turkcell'den oldugunu bildigin halde heyecanla acmaktir ve #HerseyeRagmen umutla beklemektir.", "olumsuz"
"turkcell de face paketi ilk ay 1 tl sonra 3 oluyo ama ben cok zekiyim ya her ay paketi yeniliyorum hep 1 tl gidiyo", "olumsuz"
"Turkcell bis paketimi yeniledi ama liralarimdan dusmedi. Bir kere daha boyle olmustu. insallah unuturlar yine beni hehe.", "olumsuz"
"Hayat paylasinca guzel. Turkcell cok kazikciLutfen bunu paylasin.", "olumsuz"
"turkcell kadar mesaj atsaydin simdiye evlenmistik", "olumsuz"
"Telefonunda siri programi olanlar disari ciktiklarinda programi kapasinlar ahhh Turkcell ah ah neden bana bunu daha onceden demesin...!:(", "olumsuz"
